acousticness,danceability,energy,speechiness,valence,BPM,song_title,artists,artists_url,date_added,album_cover,popularity,url,date_added_year
0.22,0.72,0.792,0.0348,0.608,105.031,Somebody New,"Faustix,Alexander Oscar","6jPriOYMyUL9kNonBI1CNd,7ypOZKaKGrCf3V6pOuaXiM",2020-04-17,https://i.scdn.co/image/ab67616d0000b27375606458e8f3b78c338105e9,44,6U9DkOyy5hLDTdEALgSVDX,2020
0.649,0.607,0.478,0.031,0.255,88.979,8 Letters,Why Don't We,2jnIB6XdLvnJUeNTy5A0J2,2020-04-16,https://i.scdn.co/image/ab67616d0000b273b503cdb444b28826c4ca9217,76,4zRZAmBQP8vhNPf9i9opXt,2020
0.000405,0.587,0.97,0.216,0.146,128.069,Deep Dark Jungle,"Nicky Romero,Teamworx","5ChF3i92IPZHduM7jN3dpg,5AVL4JohmPpJASDshyUzQj",2020-04-16,https://i.scdn.co/image/ab67616d0000b27339bd3be8dbb00cfcbe2ec125,49,09W9ZVEsg5VjGva2lM21dl,2020
0.000563,0.605,0.874,0.0295,0.836,125.99,Pjanoo - Radio Edit,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,2020-04-16,https://i.scdn.co/image/ab67616d0000b273bf82130ce529153496038461,70,0F2BxpbxH8Yc3pLub48hrb,2020
0.102,0.467,0.795,0.0687,0.472,163.837,Hold You Tonight (with Chris Lane),"Gryffin,Chris Lane","2ZRQcIgzPCVaT9XKhXZIzh,68abRTdO4meYReMWHvBYb0",2020-04-14,https://i.scdn.co/image/ab67616d0000b273815ec05a32fddc44106dacc5,64,58jecLK0epwMLr9cy5vFUy,2020
0.0254,0.327,0.698,0.0428,0.256,92.289,"Everyday, Everyday","Manila Killa,Nevve","4EukMPjtYsdi87lkU1hIxN,3RTklnRcfHgkQJwFpgOq3t",2020-04-10,https://i.scdn.co/image/ab67616d0000b273ad45bb456682a888ff0955b2,47,74Q7M6iLY8PGGeC2L2RtW8,2020
0.432,0.752,0.494,0.0559,0.227,117.901,lowkey,NIKI,2kxP07DLgs4xlWz8YHlvfh,2020-04-10,https://i.scdn.co/image/ab67616d0000b273135a78be90223c126a4e2c36,80,5TTXEcfsYLh6fTarLaevTi,2020
0.0164,0.684,0.687,0.2,0.265,184.026,Bezerk (feat. A$AP Ferg),"Big Sean,Hit-Boy,A$AP Ferg","0c173mlxpT3dSFRgMO8XPh,6q3p11nP1p80Ey6LrOOSed,5dHt1vcEm9qb8fCyLcB3HL",2020-04-07,https://i.scdn.co/image/ab67616d0000b2736f52630d1ee8af30c0e90c49,66,2B9wgj9XzbJZLty03PRbVo,2020
0.0269,0.73,0.789,0.034,0.106,107.981,Heading Home,"Alan Walker,Ruben","7vk5e3vY1uw9plTHJAMwjN,0x3PXj1WnuW7YsBxQK57xM",2020-04-06,https://i.scdn.co/image/ab67616d0000b2735eab23d2260268d2fab870d0,64,22O2Zdfj3jnJZDSzlDMAJp,2020
0.069,0.494,0.739,0.0427,0.235,128.007,Rescue Me,"DubVision,Vigel,Nino Lucarelli","3XINWZaloea97SIRiyTJxX,72S5xAuE30pC3FHJHaz5CQ,2Z6k8JBzhJPPRIAyKaUEJZ",2020-04-01,https://i.scdn.co/image/ab67616d0000b2736f79b69714b19e1bde2dce17,48,7DP18u679fMurjsUxuxMHu,2020
0.0635,0.755,0.751,0.0748,0.491,102.002,Summer Air,ItaloBrothers,5nkYRuiIHg2xXHFC8bfosJ,2020-04-01,https://i.scdn.co/image/ab67616d0000b273131154602d3b1fe89f77c4f4,57,4zHbzMPCg3tovIILIa7dsB,2020
0.0193,0.541,0.92,0.0937,0.2,123.952,Sad Song (feat. TINI) (Alesso Remix),"Alesso,TINI","4AVFqumd2ogHFlRbKIjp1t,7vXDAI8JwjW531ouMGbfcp",2020-03-30,https://i.scdn.co/image/ab67616d0000b2734e10ab270d67ce805461f393,41,2UJQmwF0yShE7pHcjSzX4X,2020
0.019,0.658,0.842,0.0592,0.536,126.016,Mean It (feat. Wrabel) - Vice Remix,"Cash Cash,Wrabel,Vice","1LOB7jTeEV14pHai6EXSzF,7r2uG6BlFXKcwmh9ItqlII,0q4NrXqJnc367PieejuROJ",2020-03-30,https://i.scdn.co/image/ab67616d0000b2734f04034c3124c83fd4f63da6,0,5yD2E7jzB0YY0iT4KvmAK8,2020
0.00106,0.564,0.897,0.0814,0.226,139.999,The Chase,"Dimitri Vegas & Like Mike,Quintino","73jBynjsVtofjRpdpRAJGk,1V3VTM7VspiQjcmRhC010n",2020-03-29,https://i.scdn.co/image/ab67616d0000b27312590670717f3b2f2804a3b7,56,00JoqMc5KZFLpdrtymo6f0,2020
0.121,0.794,0.728,0.114,0.36,105.024,Like It Is,"Kygo,Zara Larsson,Tyga","23fqKkggKUBHNkbKtXEls4,1Xylc3o4UrD53lo9CvFvVg,5LHRHt1k9lMyONurDHEdrp",2020-03-29,https://i.scdn.co/image/ab67616d0000b2732e3aeb1879f589ff44304411,67,3frUvGrmGcay91lvFbOgsN,2020
0.084,0.603,0.953,0.0382,0.209,128.031,Popcorn,"Steve Aoki,Ummet Ozcan,Dzeko","77AiFEVeAVj2ORpC85QVJs,7e1BNCygl2Gf7CX8LrByPv,5vQfv3s2Z2SRdPZKr82ABw",2020-03-21,https://i.scdn.co/image/ab67616d0000b273603067aceb874d56dad38656,42,3CuE0SXDnJJbEsIt4Xijsn,2020
0.00285,0.654,0.984,0.083,0.585,149.963,Bad Boi,Borgeous,4uiMn2g0pgTrhN096QJhbp,2020-03-20,https://i.scdn.co/image/ab67616d0000b273d97afbdfd11cc6d964c3b3bf,35,3z8zVIoNYehX3v2eYSEWpb,2020
0.00173,0.571,0.93,0.0575,0.0397,128.077,Million Voices - Blasterjaxx Remix,"Armin van Buuren,Blasterjaxx","0SfsnGyD8FpIN4U4WCkBZ5,37awA8DFCAnCCL7aqYbDnD",2020-03-20,https://i.scdn.co/image/ab67616d0000b2731601172a3af18abe865043f2,28,2KcoAvQpFndvmKSRQtErxs,2020
0.101,0.681,0.925,0.209,0.646,135.953,Say Less,"Dillon Francis,G-Eazy","5R3Hr2cnCCjt220Jmt2xLf,02kJSzxNuaWGqwubyUba0Z",2020-03-19,https://i.scdn.co/image/ab67616d0000b273024ba2e6bdad3d609f2a3de3,58,7l0u38sWDqqk6TySNOZtO3,2020
0.433,0.448,0.603,0.064,0.422,205.272,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift,Shawn Mendes","06HL4z0CvFAxyc27GXpf02,7n2wHs1TKAczGzO7Dd2rGr",2020-03-19,https://i.scdn.co/image/ab67616d0000b27359457bdb1edb5c6417f3baa2,72,3i9UVldZOE0aD0JnyfAZZ0,2020
0.298,0.664,0.316,0.519,0.541,92.875,I Forgot That You Existed,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2020-03-19,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,75,43rA71bccXFGD4C8GOpIlN,2020
0.103,0.678,0.942,0.165,0.148,128.06,1234 (feat. MC Ambush),"Afrojack,Fedde Le Grand,MC Ambush","4D75GcNG95ebPtNvoNVXhz,7dc6hUwyuIhrZdh80eaCEE,18T0SpXY06tqdiyBTYTIgi",2020-03-19,https://i.scdn.co/image/ab67616d0000b27304914f24752972c11f34291b,47,6ya4fUjZhix8plZij07IzF,2020
0.0013,0.54,0.923,0.0435,0.134,124.993,Remember,Magnificence,5zfDGV6C2Xwns1g773GF3N,2020-03-19,https://i.scdn.co/image/ab67616d0000b273e7abdf8443934daab2f15267,33,0ICSJKAcCQ9dhKXrJ1kRnv,2020
0.23,0.476,0.652,0.104,0.47,190.118,Joke's On You,Charlotte Lawrence,7LImGq5KnzQobZciDJpeJb,2020-03-19,https://i.scdn.co/image/ab67616d0000b2739475458ba9525723c298c6b0,70,2D0FX6WiP1GKGL3yCdXxs7,2020
0.837,0.635,0.374,0.0587,0.401,147.989,依然愛你,Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,2020-03-15,https://i.scdn.co/image/ab67616d0000b273ae9e95a10b408f7c4a835bda,7,7qOp7uoBitD281yF5PxWAy,2020
0.0546,0.598,0.427,0.0317,0.0605,76.469,HIGHEST IN THE ROOM,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,2020-03-14,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,86,3eekarcy7kvN4yt5ZFzltW,2020
0.329,0.766,0.698,0.228,0.204,123.926,Where You Wanna Be,"R3HAB,Elena Temnikova","6cEuCEZu7PAE9ZSzLLc2oQ,6lPJV4RlngIEnb6OzcwMDL",2020-03-13,https://i.scdn.co/image/ab67616d0000b273d6a5d32c43ff20cdedb15769,45,7qbjS6uKZlv7K08CNcEqYR,2020
0.0169,0.644,0.837,0.16,0.504,126.016,Do It For You,"W&W,Lucas & Steve","2rTo8KIkBTFjQS7VvaKYQ4,5wwneIFdawNgQ7GvKK29Z3",2020-03-13,https://i.scdn.co/image/ab67616d0000b2738e01daa8606bde080ce74a7d,30,7pR1IL7pbSmrKqfotG6myv,2020
0.352,0.545,0.657,0.0572,0.341,126.028,Stay - Festival Mix,Nicky Romero,5ChF3i92IPZHduM7jN3dpg,2020-03-13,https://i.scdn.co/image/ab67616d0000b2731ad0f0dc1577bc4556c04cf0,39,4mQguXNyYYycDFlLPgP4pS,2020
0.63,0.605,0.365,0.111,0.224,84.628,What If I Told You That I Love You,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,2020-03-11,https://i.scdn.co/image/ab67616d0000b2733aa0dd7888f7976c3605cf09,64,74D7JUfU6HYeMx4bZhsHnG,2020
0.133,0.664,0.873,0.277,0.416,126.032,Limbo - Joe Stone Remix,"Brooks,Zoë Moss,Joe Stone","4mHAu7NX2UNsnGXjviBD9e,1XJbEhsp5nvU3D1T6kS6bE,4kwEd1P9j15ZqUVP5zK7Pv",2020-03-10,https://i.scdn.co/image/ab67616d0000b27321f1a2a9fb1a000659f6eebe,29,5lGpMxJ9Xbxyd9ytqvpfv4,2020
0.161,0.684,0.773,0.0405,0.689,119.99,No Good,Ally Brooke,6TXM1kV4L8DsDAkAfbOPYk,2020-03-07,https://i.scdn.co/image/ab67616d0000b2732022fe2b734f8f98a938eacf,50,7j2jFc1LlQLNPRwbjrgXuv,2020
0.0789,0.656,0.729,0.0765,0.438,95.974,Finest Hour (feat. Abir),"Cash Cash,ABIR","1LOB7jTeEV14pHai6EXSzF,3QUOtWgmuxFyae4C0Q0thd",2020-03-07,https://i.scdn.co/image/ab67616d0000b27351a6b1c6c9d9ba8882a64124,58,0p0ljM6RxgpGt7wthGqBZa,2020
0.004,0.566,0.909,0.054,0.382,127.037,One Last Time,"Alesso,DubVision","4AVFqumd2ogHFlRbKIjp1t,3XINWZaloea97SIRiyTJxX",2020-03-06,https://i.scdn.co/image/ab67616d0000b273ffe01323afb22efd3861e1a6,51,17kleFbwU5STT8AiR1EXOT,2020
0.000285,0.554,0.889,0.0643,0.0605,125.016,Detroit 3 AM - Radio Edit,"David Guetta,MORTEN","1Cs0zKBU1kc0i8ypK3B9ai,19HFRWmRCl27kTk6LeqAO8",2020-03-06,https://i.scdn.co/image/ab67616d0000b273f4ffd96a640913c47e5f8722,53,4d42DsNHiQipjONbwTYyEc,2020
0.267,0.81,0.7,0.0399,0.193,116.019,End of Time,"K-391,Alan Walker,Ahrix","6pWcSL9wSJZQ9ne0TnhdWr,7vk5e3vY1uw9plTHJAMwjN,0kXCdaJ7C5MD27jXxzvHsa",2020-03-06,https://i.scdn.co/image/ab67616d0000b27349b9fbf2345c02ca2387a357,71,67O8CWXxPsfz8orZVGMQwf,2020
0.0875,0.383,0.595,0.0409,0.235,104.194,Meant To Be,"Arc North,Krista Marina","2kgvaYV2tbNyOonFI3YlfH,7gh5SnyMRtWO5mzAThI4AB",2020-03-06,https://i.scdn.co/image/ab67616d0000b2734935d2c9766296d501483989,59,4unpXe9GYrqsD3eIL3QGZp,2020
0.229,0.648,0.727,0.142,0.689,160.024,Sweet Little Lies,bülow,5vBrKGOjN10BMwB0cJADj4,2020-03-05,https://i.scdn.co/image/ab67616d0000b273d2bb38e4abc36b70fd1ed197,63,6ZahaGPhyiXTi1pLEtGM6e,2020
0.0743,0.71,0.729,0.0539,0.532,124.995,I Wanna Know - Alesso & Deniz Koyu Remix,"Alesso,Nico & Vinz,Deniz Koyu","4AVFqumd2ogHFlRbKIjp1t,0awl5piYwO0CDTHEkCjUhn,39PhMWg1aAuuZcph0OXGu6",2020-03-03,https://i.scdn.co/image/ab67616d0000b27375a8425d89f91afae7eeaede,45,38TlYe1miTAL6r1FyJj7PS,2020
0.0714,0.646,0.761,0.0385,0.472,129.916,I Found You,"Cash Cash,Andy Grammer","1LOB7jTeEV14pHai6EXSzF,2oX42qP5ineK3hrhBECLmj",2020-03-01,https://i.scdn.co/image/ab67616d0000b273b99c3949da17440bece98b11,71,3wYOGJYD31sLRmBgCvWxa4,2020
0.889,0.695,0.212,0.0412,0.328,124.072,她來聽我的演唱會,Jacky Cheung,1Hu58yHg2CXNfDhlPd7Tdd,2020-02-29,https://i.scdn.co/image/ab67616d0000b2739a9cc95ceb254fccbb91e546,54,2AtBtTANT1RAWLyAMq6R2k,2020
0.212,0.573,0.739,0.0581,0.363,120.077,Drown (feat. Clinton Kane),"Martin Garrix,Clinton Kane","60d24wfXkVzDSfLS6hyCjZ,7okSU80WTrn4LXlyXYbX3P",2020-02-29,https://i.scdn.co/image/ab67616d0000b273b154bc645350b122934566e4,75,4RVtBlHFKj51Ipvpfv5ER4,2020
0.158,0.515,0.458,0.0868,0.117,92.988,50 Feet,SoMo,5AtWO8IEnjhRLzaVVQxFUs,2020-02-27,https://i.scdn.co/image/ab67616d0000b273ee67be39f351780e83c01e05,37,47cYFbPe4yx7G7s3TVKnrY,2020
0.189,0.684,0.554,0.111,0.135,201.965,Pure Water (with Migos),"Mustard,Migos","0YinUQ50QDB7ZxSCLyQ40k,6oMuImdp5ZcFhWP0ESe6mG",2020-02-27,https://i.scdn.co/image/ab67616d0000b2736e3b9172b764d6e7814570d4,53,4cG2I0ouHItPqRG1ZDbYxC,2020
0.00393,0.575,0.944,0.0394,0.442,128.001,Deep In My Soul,"Rob & Jack,Albin Myers","63u2Nb3gH0q3PinIuvPBs0,6F3EsjY0PgMI4SXkQWXF3y",2020-02-21,https://i.scdn.co/image/ab67616d0000b273932071ebbeeb363d5ed0debf,34,7hhALyPapWKKdgucZdtmFf,2020
0.0103,0.635,0.878,0.07,0.414,125.002,Party Time,"Tiësto,SWACQ","2o5jDhtHVPhrJdv3cEQ99Z,45UHclgIcRavRoRa2MET5i",2020-02-21,https://i.scdn.co/image/ab67616d0000b2739b5f05655f9516d321fca744,54,0uif0Lvh62KQ8GIFY594M7,2020
0.224,0.517,0.733,0.0398,0.426,109.939,Wait For You (feat. Maia Wright),"Mike Williams,Maia Wright","3IpvVrP3VLhruTmnququq7,5qQFXHDOeYjiZVrCUO56Pk",2020-02-21,https://i.scdn.co/image/ab67616d0000b273185155d02e48bd8f9b4313e4,21,0OpfRbSog1yotyMpFVX6K9,2020
0.0178,0.518,0.886,0.056,0.263,137.917,Falling,"Nicky Romero,Timmy Trumpet","5ChF3i92IPZHduM7jN3dpg,0CbeG1224FS58EUx4tPevZ",2020-02-21,https://i.scdn.co/image/ab67616d0000b273f8e21d9d8ab8f3e6bf346afc,50,4SlkCNvosh6H75Cx46Y4K0,2020
0.732,0.628,0.298,0.0713,0.166,63.762,Older,Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,2020-02-20,https://i.scdn.co/image/ab67616d0000b273ac7b2fea4090330372dddb01,66,3kywzyEr7V106Un5cDyh12,2020
0.59,0.845,0.567,0.0956,0.793,125.02,What Do You Mean?,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020-02-19,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,81,4B0JvthVoAAuygILe3n4Bs,2020
0.0124,0.609,0.948,0.0661,0.118,126.001,Lunar,"Madison Mars,Lucas & Steve","4gJCFxvqKc43Ifk0UIBB42,5wwneIFdawNgQ7GvKK29Z3",2020-02-18,https://i.scdn.co/image/ab67616d0000b27317262491bff9c918a60e09ac,41,7BpYNI9XnablrLe83A1UEM,2020
0.0087,0.682,0.698,0.0335,0.257,128.059,Proxy,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,2020-02-15,https://i.scdn.co/image/ab67616d0000b273037748101825b7d00acbbf82,51,3iLzyDMXB7QXX2RjtmJFOn,2020
0.0171,0.72,0.781,0.0569,0.349,126.004,Make You Mine (feat. Moa Lisa),"Mike Williams,Moa Lisa","3IpvVrP3VLhruTmnququq7,0oUXA3boTncBMYFD5o6G2E",2020-02-14,https://i.scdn.co/image/ab67616d0000b2738bdd59eb58f4e31227a7892b,60,1ICPREUY4yMNeFEgbNh7D5,2020
0.683,0.375,0.304,0.0325,0.295,83.832,At Least For Now,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020-02-14,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,56,6VLkgf5YmLixsabdqiCVGU,2020
0.52,0.764,0.443,0.0439,0.63,138.999,Habitual,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020-02-14,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,66,40qyPyljksBEqlNw5sW37T,2020
0.263,0.648,0.681,0.0378,0.767,157.941,Come Around Me,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020-02-14,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,70,2o9LAypwGH4ctV0i9boo6d,2020
0.00292,0.55,0.919,0.112,0.424,75.045,Over and Out (feat. Charlott Boss),"KSHMR,Hard Lights,BOSS","2wX6xSig4Rig5kZU6ePlWe,3tLvKk2N4IGhT3aZceW2Hy,2qXlwHI0XFxS3SC8NiUjI1",2020-02-14,https://i.scdn.co/image/ab67616d0000b273505317eab6166c345c8e45e6,50,4G5tyjccKnH2yGgh9TgPgy,2020
0.137,0.692,0.922,0.0899,0.818,128.023,Hurts So Good (feat. ROE),"The Him,ROE","5WdqBAQhGFCrZvBKXiPIu7,07JjZMOwidxS5bcgvilg2y",2020-02-13,https://i.scdn.co/image/ab67616d0000b273f9a0813211e537a8dd66f2b3,50,1lsCPv70shPzEdoIYmikCd,2020
0.0202,0.535,0.906,0.0353,0.732,126.012,Never Be Alone (feat. Aloe Blacc),"David Guetta,MORTEN,Aloe Blacc","1Cs0zKBU1kc0i8ypK3B9ai,19HFRWmRCl27kTk6LeqAO8,0id62QV2SZZfvBn9xpmuCl",2020-02-09,https://i.scdn.co/image/ab67616d0000b273f2ab6e54c56aaed55919806c,61,3GT2CBmJWIEdCpHiB31WYK,2020
0.0409,0.718,0.901,0.0589,0.486,129.969,Looking At Me,"Skytech,Tommy Jayden","4CrDEHL7ysNabeYvL3xjUX,5hxh3f4XzpuLtWvthJlIfI",2020-02-08,https://i.scdn.co/image/ab67616d0000b273e5acfc285655b0a5500d4060,39,00qD738Xl0NABc3G45x1Bk,2020
0.0111,0.412,0.963,0.344,0.237,127.848,MTHRFCKR,Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,2020-02-07,https://i.scdn.co/image/ab67616d0000b2737bbfbea02e3ceb54fa2114fa,41,1oWhEFgD7tF4iNygVHsidX,2020
0.14,0.667,0.69,0.075,0.371,116.068,Stay,Nicky Romero,5ChF3i92IPZHduM7jN3dpg,2020-02-07,https://i.scdn.co/image/ab67616d0000b273bd1b69768fc1320df5997728,38,0kA1eiBk1ZZumtKnSXWAR5,2020
0.317,0.811,0.553,0.0552,0.86,148.014,Intentions,"Justin Bieber,Quavo","1uNFoZAHBGtllmzznpCI3s,0VRj0yCOv2FXJNP47XQnx5",2020-02-07,https://i.scdn.co/image/ab67616d0000b27308e30ab6a058429303d75876,77,364dI1bYnvamSnBJ8JcNzN,2020
0.00252,0.842,0.597,0.0627,0.298,145.992,Relationship (feat. Future),"Young Thug,Future","50co4Is1HCEo8bhOyUWKpn,1RyvyyTE3xzB2ZywiAwp0i",2020-02-06,https://i.scdn.co/image/ab67616d0000b273419cedff7b313b962a93932e,75,25oOaleife6E2MIKmFkPvg,2020
0.037,0.759,0.54,0.0287,0.75,116.947,Señorita,"Shawn Mendes,Camila Cabello","7n2wHs1TKAczGzO7Dd2rGr,4nDoRrQiYLoBzwC5BhVJzF",2020-02-05,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,84,0TK2YIli7K1leLovkQiNik,2020
0.0532,0.875,0.558,0.0641,0.44,96.072,I Luv U (with R3HAB),"Sofia Carson,R3HAB","7bp2lSdh12wcA8LyB1srfJ,6cEuCEZu7PAE9ZSzLLc2oQ",2020-02-05,https://i.scdn.co/image/ab67616d0000b273ebee2b145f641c7a7f88a24d,0,7JTg1KbHm4FXeKL8vSmTqP,2020
0.931,0.633,0.18,0.034,0.2,116.981,Daddy,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2020-02-04,https://i.scdn.co/image/ab67616d0000b273733913465adb99353020b805,63,3pcPPhPAiurm2Ior11SHrz,2020
0.00235,0.731,0.783,0.257,0.412,128.075,The Kick,Maurice West,1qF8DC6uIBjskqP0hyw1Gk,2020-02-04,https://i.scdn.co/image/ab67616d0000b27352ea46607aa60a301618bfa7,38,3EuU1VWTQsxlXttEFvif0C,2020
0.00103,0.665,0.712,0.0527,0.669,93.992,Up All Night,Khalid,6LuN9FCkKOj5PcnpouEgny,2020-02-02,https://i.scdn.co/image/ab67616d0000b27336b5099b9e614214f6919bd9,69,1mpD5Q8IM32I4bF6eCpU74,2020
0.0573,0.489,0.739,0.0397,0.472,125.003,Body Back (feat. Maia Wright) - Deniz Koyu Remix,"Gryffin,Maia Wright,Deniz Koyu","2ZRQcIgzPCVaT9XKhXZIzh,5qQFXHDOeYjiZVrCUO56Pk,39PhMWg1aAuuZcph0OXGu6",2020-02-02,https://i.scdn.co/image/ab67616d0000b273813c8eb7e9ae3e0b877eca97,48,6D72WFltGvVYuHMzQocBEY,2020
0.00871,0.566,0.855,0.0372,0.0394,127.976,Monster (feat. Junior Funke) - KEVU Remix,"Blasterjaxx,Junior Funke,Kevu","37awA8DFCAnCCL7aqYbDnD,20coWO6CMVnMhViloC8YjS,1hSKIb96KuZ2SScNbnHCqU",2020-02-02,https://i.scdn.co/image/ab67616d0000b273142c0c10c747aeedcacf15f8,36,2eTo4lOULxf1raUOouY3Kl,2020
0.434,0.673,0.646,0.0552,0.521,121.119,No Promises (feat. Demi Lovato) - Ashworth Remix,"Cheat Codes,Ashworth,Demi Lovato","7DMveApC7UnC2NPfPvlHSU,3pcGjcfEW3YD2Hfk6tDR5S,6S2OmqARrzebs0tKUEyXyp",2020-02-02,https://i.scdn.co/image/ab67616d0000b273a3fe895c0601c142e395354b,52,6TmtxRY1tGhH6rY8HVvHG7,2020
0.746,0.594,0.455,0.027,0.336,109.876,Someone You Loved,Nicholas Lentz,5IVSWLhXdMugO0vBXwAzGW,2020-02-01,https://i.scdn.co/image/ab67616d0000b2738e4959d4611b9f20ed0659ef,38,5HTseUPvpYYYiWowRItgc6,2020
0.872,0.361,0.311,0.0369,0.323,89.362,Perfectly Wrong,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2020-01-31,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,70,6nat4Z7iRKWVk1qngQqI0Q,2020
0.252,0.575,0.786,0.0296,0.518,96.102,Shape of My Heart,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,2020-01-31,https://i.scdn.co/image/ab67616d0000b273cf871e6326e334bfa92cff20,74,35o9a4iAfLl5jRmqMX9c1D,2020
0.0114,0.848,0.816,0.0542,0.617,125.0,Falling - BROHUG Remix,"Alesso,BROHUG","4AVFqumd2ogHFlRbKIjp1t,3IHsD0sttucHrX8b32Vcab",2020-01-31,https://i.scdn.co/image/ab67616d0000b27343466de091537b30d5b1d310,40,3xK9J3PlaZibM2cYEsFTMG,2020
0.0678,0.61,0.782,0.0462,0.119,128.004,Mistaken (feat. Alex Aris) - Club Mix,"Martin Garrix,Matisse & Sadko,Alex Aris","60d24wfXkVzDSfLS6hyCjZ,2QMCcKIPHnjQaPPgoEst88,7J7YzKnvAyEmHCg7LGWW0G",2020-01-30,https://i.scdn.co/image/ab67616d0000b27346a81c3b2a02678d5ca6b41c,41,1cN45YtJost0rjvbseomXj,2020
0.0615,0.748,0.69,0.0352,0.513,106.966,Girl in the Mirror,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,2020-01-29,https://i.scdn.co/image/ab67616d0000b2738fcb9839ce121f945e67d07d,69,2UcK3xgGDxPSyKzKqyPv0s,2020
0.0548,0.602,0.691,0.051,0.206,127.967,Don't Wake Me Up,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2020-01-26,https://i.scdn.co/image/ab67616d0000b273781583ade2f00c2966a35965,66,18VfHIPaCo0s6FTi1Fnp6T,2020
0.00829,0.663,0.923,0.0613,0.394,129.964,Mortal Kombat Anthem - Club Mix,"Dimitri Vegas & Like Mike,Bassjackers,2WEI","73jBynjsVtofjRpdpRAJGk,6xQvQwZQQuq9R3TdPNbcR8,4SGDDnlwi5G42HTGzYl2Fc",2020-01-25,https://i.scdn.co/image/ab67616d0000b2737597b6eaf17a8a4e6070953e,47,0H8GRYpMkJQeoNddt6j4Kx,2020
0.0566,0.812,0.594,0.0776,0.624,105.989,More Than OK (with Clara Mae),"R3HAB,Clara Mae,Frank Walker","6cEuCEZu7PAE9ZSzLLc2oQ,6RHKEd9dpzQ4c09x8Zdaxu,6rcE30MaP92XafelMNZ2Sq",2020-01-24,https://i.scdn.co/image/ab67616d0000b273d5ce6a39efe37ebd892b7ada,39,2VgaEScO5uXRCSincakuMR,2020
0.0196,0.733,0.894,0.124,0.488,125.982,My Frequency (feat. RebMoe),"Tiësto,7 Skies,RebMoe","2o5jDhtHVPhrJdv3cEQ99Z,2mmqhYDTD0weseyXUf1QJ5,1DNFG0VEHD2Vk5ESUEPuOM",2020-01-24,https://i.scdn.co/image/ab67616d0000b2731d0b3ed241d2590148006138,50,4jbWeX5w0Sa5BWBZpq5JU2,2020
0.0175,0.613,0.868,0.0627,0.28,127.983,Hold On,Crunkz,4OXIfQQfNxUxqVPwoklWcv,2020-01-23,https://i.scdn.co/image/ab67616d0000b2733d474977104d144f35be38f5,37,729nZqGl2gvnYulgWCrwrX,2020
0.0312,0.797,0.86,0.0413,0.192,124.033,Piece Of Your Heart - Alok Remix,"MEDUZA,Alok,Goodboys","0xRXCcSX89eobfrshSVdyu,0NGAZxHanS9e0iNHpR8f2W,2nm38smINjms1LtczR0Cei",2020-01-23,https://i.scdn.co/image/ab67616d0000b2730df78e6e88fdefb1f8f90d55,78,6iW38RGqdDGOofmz2HeXLW,2020
0.566,0.682,0.647,0.149,0.107,135.015,The Garden of Escapism,Miro,5xvi5IOvzPsJxrQwVYrOXw,2020-01-22,https://i.scdn.co/image/ab67616d0000b273f6ed8be0ecfb9edfd7faa780,22,6nfqm0QNqnYAjJZXOggmTM,2020
0.101,0.678,0.826,0.0786,0.426,100.016,Alibi,Krewella,0Cd6nHYwecCNM1sVEXKlYr,2020-01-18,https://i.scdn.co/image/ab67616d0000b2734f280cb80e11c1908c4a772d,45,05WA2W5m8omNt4EZ51MZf3,2020
0.00575,0.862,0.4,0.0736,0.596,122.963,Tattoos Together,Lauv,5JZ7CnR6gTvEMKX4g70Amv,2020-01-18,https://i.scdn.co/image/ab67616d0000b273b6720b8af5cb0a3010f8e3d7,0,0ycFQvBTfuo1LCdG0HhszL,2020
